route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,brigade
PKS,1,"1_765178^Y+","Żabinko/",1,93352,0,115
PKS,1,"1_765181^Y+","Żabinko/",1,93352,0,115
PKS,1,"1_765183^Y+","Żabinko/",1,93352,0,115
PKS,1,"1_765186^Y+","Żabinko/",1,93352,0,116
PKS,1,"1_765198^Y+","Żabinko/",1,93352,0,245
PKS,1,"1_765200^Y+","Żabinko/",1,93352,0,312
PKS,1,"1_765202^Y+","Żabinko/",1,93352,0,349
PKS,1,"1_765177^Y+","Poznań Główny",0,93353,0,115
PKS,1,"1_765182^Y+","Poznań Główny",0,93353,0,115
PKS,1,"1_765184^Y+","Poznań Główny",0,93353,0,115
PKS,1,"1_765185^Y+","Poznań Główny",0,93353,0,116
PKS,1,"1_765191^Y+","Poznań Główny",0,93353,0,207
PKS,1,"1_765199^Y+","Poznań Główny",0,93353,0,312
PKS,1,"1_765201^Y+","Poznań Główny",0,93353,0,349
PKS,1,"1_765180^Y","Żabinko/",1,93365,0,115
PKS,1,"1_765197^Y","Żabinko/",1,93365,0,230
PKS,1,"1_765206^Y","Żabinko/",1,93365,0,918
PKS,1,"1_765208^Y","Żabinko/",1,93365,0,918
PKS,1,"1_765189^A,Y","Radzewice/II",1,93366,0,158
PKS,1,"1_765190^A,Y","Radzewice/II",1,93366,0,158
PKS,1,"1_765193^A,Y","Radzewice/II",1,93367,0,218
PKS,1,"1_765195^A,Y","Radzewice/II",1,93367,0,219
PKS,1,"1_765179^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,115
PKS,1,"1_765196^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,230
PKS,1,"1_765205^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,918
PKS,1,"1_765207^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,918
PKS,1,"1_765187^Y","Poznań Główny",0,93369,0,158
PKS,1,"1_765188^Y","Poznań Główny",0,93369,0,158
PKS,1,"1_765192^Y","Poznań Główny",0,93370,0,218
PKS,1,"1_765194^Y","Poznań Główny",0,93370,0,219
PKS,1,"1_765203^B,Y","Dymaczewo Nowe/",0,93371,0,402
PKS,1,"1_765204^B,Y","Dymaczewo Nowe/",0,93371,0,402
PKS,3,"3_765235^Y+","Żabinko/",1,93352,0,115
PKS,5,"5_765349^Y+","Żabinko/",1,93352,0,115
PKS,5,"5_765352^Y+","Żabinko/",1,93352,0,115
PKS,5,"5_765354^Y+","Żabinko/",1,93352,0,115
PKS,5,"5_765357^Y+","Żabinko/",1,93352,0,116
PKS,5,"5_765369^Y+","Żabinko/",1,93352,0,245
PKS,5,"5_765371^Y+","Żabinko/",1,93352,0,312
PKS,5,"5_765373^Y+","Żabinko/",1,93352,0,349
PKS,5,"5_765348^Y+","Poznań Główny",0,93353,0,115
PKS,5,"5_765353^Y+","Poznań Główny",0,93353,0,115
PKS,5,"5_765355^Y+","Poznań Główny",0,93353,0,115
PKS,5,"5_765356^Y+","Poznań Główny",0,93353,0,116
PKS,5,"5_765362^Y+","Poznań Główny",0,93353,0,207
PKS,5,"5_765370^Y+","Poznań Główny",0,93353,0,312
PKS,5,"5_765372^Y+","Poznań Główny",0,93353,0,349
PKS,5,"5_765351^Y","Żabinko/",1,93365,0,115
PKS,5,"5_765368^Y","Żabinko/",1,93365,0,230
PKS,5,"5_765377^Y","Żabinko/",1,93365,0,918
PKS,5,"5_765379^Y","Żabinko/",1,93365,0,918
PKS,5,"5_765360^A,Y","Radzewice/II",1,93366,0,158
PKS,5,"5_765361^A,Y","Radzewice/II",1,93366,0,158
PKS,5,"5_765364^A,Y","Radzewice/II",1,93367,0,218
PKS,5,"5_765366^A,Y","Radzewice/II",1,93367,0,219
PKS,5,"5_765350^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,115
PKS,5,"5_765367^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,230
PKS,5,"5_765376^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,918
PKS,5,"5_765378^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,918
PKS,5,"5_765358^Y","Poznań Główny",0,93369,0,158
PKS,5,"5_765359^Y","Poznań Główny",0,93369,0,158
PKS,5,"5_765363^Y","Poznań Główny",0,93370,0,218
PKS,5,"5_765365^Y","Poznań Główny",0,93370,0,219
PKS,5,"5_765374^B,Y","Dymaczewo Nowe/",0,93371,0,402
PKS,5,"5_765375^B,Y","Dymaczewo Nowe/",0,93371,0,402
PKS,7,"7_765475^Y+","Żabinko/",1,93352,0,115
PKS,7,"7_765478^Y+","Żabinko/",1,93352,0,115
PKS,7,"7_765480^Y+","Żabinko/",1,93352,0,115
PKS,7,"7_765483^Y+","Żabinko/",1,93352,0,116
PKS,7,"7_765495^Y+","Żabinko/",1,93352,0,245
PKS,7,"7_765497^Y+","Żabinko/",1,93352,0,312
PKS,7,"7_765499^Y+","Żabinko/",1,93352,0,349
PKS,7,"7_765474^Y+","Poznań Główny",0,93353,0,115
PKS,7,"7_765479^Y+","Poznań Główny",0,93353,0,115
PKS,7,"7_765481^Y+","Poznań Główny",0,93353,0,115
PKS,7,"7_765482^Y+","Poznań Główny",0,93353,0,116
PKS,7,"7_765488^Y+","Poznań Główny",0,93353,0,207
PKS,7,"7_765496^Y+","Poznań Główny",0,93353,0,312
PKS,7,"7_765498^Y+","Poznań Główny",0,93353,0,349
PKS,7,"7_765477^Y","Żabinko/",1,93365,0,115
PKS,7,"7_765494^Y","Żabinko/",1,93365,0,230
PKS,7,"7_765503^Y","Żabinko/",1,93365,0,918
PKS,7,"7_765505^Y","Żabinko/",1,93365,0,918
PKS,7,"7_765486^A,Y","Radzewice/II",1,93366,0,158
PKS,7,"7_765487^A,Y","Radzewice/II",1,93366,0,158
PKS,7,"7_765490^A,Y","Radzewice/II",1,93367,0,218
PKS,7,"7_765492^A,Y","Radzewice/II",1,93367,0,219
PKS,7,"7_765476^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,115
PKS,7,"7_765493^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,230
PKS,7,"7_765502^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,918
PKS,7,"7_765504^A,Y","Mosina/Dworzec Kolejowy",0,93368,0,918
PKS,7,"7_765484^Y","Poznań Główny",0,93369,0,158
PKS,7,"7_765485^Y","Poznań Główny",0,93369,0,158
PKS,7,"7_765489^Y","Poznań Główny",0,93370,0,218
PKS,7,"7_765491^Y","Poznań Główny",0,93370,0,219
PKS,7,"7_765500^B,Y","Dymaczewo Nowe/",0,93371,0,402
PKS,7,"7_765501^B,Y","Dymaczewo Nowe/",0,93371,0,402
T7,1,"1_869243^+","Małe Garbary",1,103216,0,1
T7,1,"1_869245^+","Małe Garbary",1,103216,0,1
T7,1,"1_869247^+","Małe Garbary",1,103216,0,1
T7,1,"1_869249^+","Małe Garbary",1,103216,0,1
T7,1,"1_869251^+","Małe Garbary",1,103216,0,1
T7,1,"1_869253^+","Małe Garbary",1,103216,0,1
T7,1,"1_869255^+","Małe Garbary",1,103216,0,1
T7,1,"1_869257^+","Małe Garbary",1,103216,0,1
T7,1,"1_869259^+","Małe Garbary",1,103216,0,1
T7,1,"1_869261^+","Małe Garbary",1,103216,0,1
T7,1,"1_869263^+","Małe Garbary",1,103216,0,1
T7,1,"1_869265^+","Małe Garbary",1,103216,0,1
T7,1,"1_869267^+","Małe Garbary",1,103216,0,1
T7,1,"1_869269^+","Małe Garbary",1,103216,0,1
T7,1,"1_869271^+","Małe Garbary",1,103216,0,1
T7,1,"1_869273^+","Małe Garbary",1,103216,0,1
T7,1,"1_869275^+","Małe Garbary",1,103216,0,1
T7,1,"1_869277^+","Małe Garbary",1,103216,0,1
T7,1,"1_869279^+","Małe Garbary",1,103216,0,1
T7,1,"1_869281^+","Małe Garbary",1,103216,0,1
T7,1,"1_869283^+","Małe Garbary",1,103216,0,1
T7,1,"1_869285^+","Małe Garbary",1,103216,0,1
T7,1,"1_869287^+","Małe Garbary",1,103216,0,1
T7,1,"1_869289^+","Małe Garbary",1,103216,0,1
T7,1,"1_869291^+","Małe Garbary",1,103216,0,1
T7,1,"1_869293^+","Małe Garbary",1,103216,0,1
T7,1,"1_869295^+","Małe Garbary",1,103216,0,1
T7,1,"1_869297^+","Małe Garbary",1,103216,0,1
T7,1,"1_869299^+","Małe Garbary",1,103216,0,1
T7,1,"1_869301^+","Małe Garbary",1,103216,0,1
T7,1,"1_869303^+","Małe Garbary",1,103216,0,1
T7,1,"1_869305^+","Małe Garbary",1,103216,0,1
T7,1,"1_869307^+","Małe Garbary",1,103216,0,1
T7,1,"1_869309^+","Małe Garbary",1,103216,0,1
T7,1,"1_869311^+","Małe Garbary",1,103216,0,1
T7,1,"1_869313^+","Małe Garbary",1,103216,0,1
T7,1,"1_869315^+","Małe Garbary",1,103216,0,1
T7,1,"1_869317^+","Małe Garbary",1,103216,0,1
T7,1,"1_869319^+","Małe Garbary",1,103216,0,1
T7,1,"1_869321^+","Małe Garbary",1,103216,0,1
T7,1,"1_869323^+","Małe Garbary",1,103216,0,1
T7,1,"1_869325^+","Małe Garbary",1,103216,0,1
T7,1,"1_869331^+","Małe Garbary",1,103216,0,2
T7,1,"1_869333^+","Małe Garbary",1,103216,0,2
T7,1,"1_869335^+","Małe Garbary",1,103216,0,2
T7,1,"1_869337^+","Małe Garbary",1,103216,0,2
T7,1,"1_869339^+","Małe Garbary",1,103216,0,2
T7,1,"1_869341^+","Małe Garbary",1,103216,0,2
T7,1,"1_869343^+","Małe Garbary",1,103216,0,2
T7,1,"1_869345^+","Małe Garbary",1,103216,0,2
T7,1,"1_869347^+","Małe Garbary",1,103216,0,2
T7,1,"1_869349^+","Małe Garbary",1,103216,0,2
T7,1,"1_869351^+","Małe Garbary",1,103216,0,2
T7,1,"1_869353^+","Małe Garbary",1,103216,0,2
T7,1,"1_869355^+","Małe Garbary",1,103216,0,2
T7,1,"1_869357^+","Małe Garbary",1,103216,0,2
T7,1,"1_869359^+","Małe Garbary",1,103216,0,2
T7,1,"1_869361^+","Małe Garbary",1,103216,0,2
T7,1,"1_869363^+","Małe Garbary",1,103216,0,2
T7,1,"1_869365^+","Małe Garbary",1,103216,0,2
T7,1,"1_869367^+","Małe Garbary",1,103216,0,2
T7,1,"1_869369^+","Małe Garbary",1,103216,0,2
T7,1,"1_869371^+","Małe Garbary",1,103216,0,2
T7,1,"1_869373^+","Małe Garbary",1,103216,0,2
T7,1,"1_869375^+","Małe Garbary",1,103216,0,2
T7,1,"1_869377^+","Małe Garbary",1,103216,0,2
T7,1,"1_869379^+","Małe Garbary",1,103216,0,2
T7,1,"1_869381^+","Małe Garbary",1,103216,0,2
T7,1,"1_869383^+","Małe Garbary",1,103216,0,2
T7,1,"1_869385^+","Małe Garbary",1,103216,0,2
T7,1,"1_869387^+","Małe Garbary",1,103216,0,2
T7,1,"1_869389^+","Małe Garbary",1,103216,0,2
T7,1,"1_869391^+","Małe Garbary",1,103216,0,2
T7,1,"1_869393^+","Małe Garbary",1,103216,0,2
T7,1,"1_869395^+","Małe Garbary",1,103216,0,2
T7,1,"1_869397^+","Małe Garbary",1,103216,0,2
T7,1,"1_869399^+","Małe Garbary",1,103216,0,2
T7,1,"1_869401^+","Małe Garbary",1,103216,0,2
T7,1,"1_869403^+","Małe Garbary",1,103216,0,2
T7,1,"1_869405^+","Małe Garbary",1,103216,0,2
T7,1,"1_869407^+","Małe Garbary",1,103216,0,2
T7,1,"1_869413^+","Małe Garbary",1,103216,0,3
T7,1,"1_869415^+","Małe Garbary",1,103216,0,3
T7,1,"1_869417^+","Małe Garbary",1,103216,0,3
T7,1,"1_869419^+","Małe Garbary",1,103216,0,3
T7,1,"1_869421^+","Małe Garbary",1,103216,0,3
T7,1,"1_869423^+","Małe Garbary",1,103216,0,3
T7,1,"1_869425^+","Małe Garbary",1,103216,0,3
T7,1,"1_869427^+","Małe Garbary",1,103216,0,3
T7,1,"1_869429^+","Małe Garbary",1,103216,0,3
T7,1,"1_869431^+","Małe Garbary",1,103216,0,3
T7,1,"1_869433^+","Małe Garbary",1,103216,0,3
T7,1,"1_869435^+","Małe Garbary",1,103216,0,3
T7,1,"1_869437^+","Małe Garbary",1,103216,0,3
T7,1,"1_869439^+","Małe Garbary",1,103216,0,3
T7,1,"1_869441^+","Małe Garbary",1,103216,0,3
T7,1,"1_869443^+","Małe Garbary",1,103216,0,3
T7,1,"1_869445^+","Małe Garbary",1,103216,0,3
T7,1,"1_869447^+","Małe Garbary",1,103216,0,3
T7,1,"1_869449^+","Małe Garbary",1,103216,0,3
T7,1,"1_869451^+","Małe Garbary",1,103216,0,3
T7,1,"1_869453^+","Małe Garbary",1,103216,0,3
T7,1,"1_869455^+","Małe Garbary",1,103216,0,3
T7,1,"1_869457^+","Małe Garbary",1,103216,0,3
T7,1,"1_869459^+","Małe Garbary",1,103216,0,3
T7,1,"1_869461^+","Małe Garbary",1,103216,0,3
T7,1,"1_869463^+","Małe Garbary",1,103216,0,3
T7,1,"1_869465^+","Małe Garbary",1,103216,0,3
T7,1,"1_869467^+","Małe Garbary",1,103216,0,3
T7,1,"1_869469^+","Małe Garbary",1,103216,0,3
T7,1,"1_869471^+","Małe Garbary",1,103216,0,3
T7,1,"1_869473^+","Małe Garbary",1,103216,0,3
T7,1,"1_869475^+","Małe Garbary",1,103216,0,3
T7,1,"1_869477^+","Małe Garbary",1,103216,0,3
T7,1,"1_869479^+","Małe Garbary",1,103216,0,3
T7,1,"1_869481^+","Małe Garbary",1,103216,0,3
T7,1,"1_869483^+","Małe Garbary",1,103216,0,3
T7,1,"1_869485^+","Małe Garbary",1,103216,0,3
T7,1,"1_869487^+","Małe Garbary",1,103216,0,3
T7,1,"1_869489^+","Małe Garbary",1,103216,0,3
T7,1,"1_869491^+","Małe Garbary",1,103216,0,3
T7,1,"1_869244^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869246^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869248^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869250^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869252^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869254^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869256^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869258^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869260^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869262^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869264^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869266^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869268^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869270^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869272^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869274^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869276^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869278^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869280^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869282^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869284^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869286^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869288^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869290^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869292^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869294^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869296^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869298^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869300^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869302^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869304^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869306^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869308^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869310^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869312^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869314^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869316^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869318^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869320^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869322^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869324^+","Rondo Śródka",0,103217,0,1
T7,1,"1_869332^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869334^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869336^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869338^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869340^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869342^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869344^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869346^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869348^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869350^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869352^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869354^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869356^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869358^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869360^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869362^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869364^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869366^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869368^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869370^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869372^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869374^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869376^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869378^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869380^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869382^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869384^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869386^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869388^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869390^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869392^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869394^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869396^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869398^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869400^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869402^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869404^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869406^+","Rondo Śródka",0,103217,0,2
T7,1,"1_869414^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869416^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869418^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869420^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869422^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869424^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869426^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869428^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869430^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869432^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869434^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869436^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869438^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869440^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869442^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869444^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869446^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869448^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869450^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869452^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869454^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869456^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869458^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869460^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869462^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869464^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869466^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869468^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869470^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869472^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869474^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869476^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869478^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869480^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869482^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869484^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869486^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869488^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869490^+","Rondo Śródka",0,103217,0,3
T7,1,"1_869326^W","Rondo Śródka",0,103362,0,1
T7,1,"1_869408^W","Rondo Śródka",0,103362,0,2
T7,1,"1_869492^W","Rondo Śródka",0,103362,0,3
T7,3,"3_874274^+","Małe Garbary",1,103216,0,1
T7,3,"3_874276^+","Małe Garbary",1,103216,0,1
T7,3,"3_874278^+","Małe Garbary",1,103216,0,1
T7,3,"3_874280^+","Małe Garbary",1,103216,0,1
T7,3,"3_874282^+","Małe Garbary",1,103216,0,1
T7,3,"3_874284^+","Małe Garbary",1,103216,0,1
T7,3,"3_874286^+","Małe Garbary",1,103216,0,1
T7,3,"3_874288^+","Małe Garbary",1,103216,0,1
T7,3,"3_874290^+","Małe Garbary",1,103216,0,1
T7,3,"3_874292^+","Małe Garbary",1,103216,0,1
T7,3,"3_874294^+","Małe Garbary",1,103216,0,1
T7,3,"3_874296^+","Małe Garbary",1,103216,0,1
T7,3,"3_874298^+","Małe Garbary",1,103216,0,1
T7,3,"3_874300^+","Małe Garbary",1,103216,0,1
T7,3,"3_874302^+","Małe Garbary",1,103216,0,1
T7,3,"3_874304^+","Małe Garbary",1,103216,0,1
T7,3,"3_874306^+","Małe Garbary",1,103216,0,1
T7,3,"3_874308^+","Małe Garbary",1,103216,0,1
T7,3,"3_874310^+","Małe Garbary",1,103216,0,1
T7,3,"3_874312^+","Małe Garbary",1,103216,0,1
T7,3,"3_874314^+","Małe Garbary",1,103216,0,1
T7,3,"3_874316^+","Małe Garbary",1,103216,0,1
T7,3,"3_874318^+","Małe Garbary",1,103216,0,1
T7,3,"3_874320^+","Małe Garbary",1,103216,0,1
T7,3,"3_874322^+","Małe Garbary",1,103216,0,1
T7,3,"3_874324^+","Małe Garbary",1,103216,0,1
T7,3,"3_874326^+","Małe Garbary",1,103216,0,1
T7,3,"3_874328^+","Małe Garbary",1,103216,0,1
T7,3,"3_874330^+","Małe Garbary",1,103216,0,1
T7,3,"3_874332^+","Małe Garbary",1,103216,0,1
T7,3,"3_874334^+","Małe Garbary",1,103216,0,1
T7,3,"3_874336^+","Małe Garbary",1,103216,0,1
T7,3,"3_874338^+","Małe Garbary",1,103216,0,1
T7,3,"3_874340^+","Małe Garbary",1,103216,0,1
T7,3,"3_874342^+","Małe Garbary",1,103216,0,1
T7,3,"3_874344^+","Małe Garbary",1,103216,0,1
T7,3,"3_874346^+","Małe Garbary",1,103216,0,1
T7,3,"3_874352^+","Małe Garbary",1,103216,0,2
T7,3,"3_874354^+","Małe Garbary",1,103216,0,2
T7,3,"3_874356^+","Małe Garbary",1,103216,0,2
T7,3,"3_874358^+","Małe Garbary",1,103216,0,2
T7,3,"3_874360^+","Małe Garbary",1,103216,0,2
T7,3,"3_874362^+","Małe Garbary",1,103216,0,2
T7,3,"3_874364^+","Małe Garbary",1,103216,0,2
T7,3,"3_874366^+","Małe Garbary",1,103216,0,2
T7,3,"3_874368^+","Małe Garbary",1,103216,0,2
T7,3,"3_874370^+","Małe Garbary",1,103216,0,2
T7,3,"3_874372^+","Małe Garbary",1,103216,0,2
T7,3,"3_874374^+","Małe Garbary",1,103216,0,2
T7,3,"3_874376^+","Małe Garbary",1,103216,0,2
T7,3,"3_874378^+","Małe Garbary",1,103216,0,2
T7,3,"3_874380^+","Małe Garbary",1,103216,0,2
T7,3,"3_874382^+","Małe Garbary",1,103216,0,2
T7,3,"3_874384^+","Małe Garbary",1,103216,0,2
T7,3,"3_874386^+","Małe Garbary",1,103216,0,2
T7,3,"3_874388^+","Małe Garbary",1,103216,0,2
T7,3,"3_874390^+","Małe Garbary",1,103216,0,2
T7,3,"3_874392^+","Małe Garbary",1,103216,0,2
T7,3,"3_874394^+","Małe Garbary",1,103216,0,2
T7,3,"3_874396^+","Małe Garbary",1,103216,0,2
T7,3,"3_874398^+","Małe Garbary",1,103216,0,2
T7,3,"3_874400^+","Małe Garbary",1,103216,0,2
T7,3,"3_874402^+","Małe Garbary",1,103216,0,2
T7,3,"3_874404^+","Małe Garbary",1,103216,0,2
T7,3,"3_874406^+","Małe Garbary",1,103216,0,2
T7,3,"3_874408^+","Małe Garbary",1,103216,0,2
T7,3,"3_874410^+","Małe Garbary",1,103216,0,2
T7,3,"3_874412^+","Małe Garbary",1,103216,0,2
T7,3,"3_874414^+","Małe Garbary",1,103216,0,2
T7,3,"3_874416^+","Małe Garbary",1,103216,0,2
T7,3,"3_874418^+","Małe Garbary",1,103216,0,2
T7,3,"3_874420^+","Małe Garbary",1,103216,0,2
T7,3,"3_874422^+","Małe Garbary",1,103216,0,2
T7,3,"3_874428^+","Małe Garbary",1,103216,0,3
T7,3,"3_874430^+","Małe Garbary",1,103216,0,3
T7,3,"3_874432^+","Małe Garbary",1,103216,0,3
T7,3,"3_874434^+","Małe Garbary",1,103216,0,3
T7,3,"3_874436^+","Małe Garbary",1,103216,0,3
T7,3,"3_874438^+","Małe Garbary",1,103216,0,3
T7,3,"3_874440^+","Małe Garbary",1,103216,0,3
T7,3,"3_874442^+","Małe Garbary",1,103216,0,3
T7,3,"3_874444^+","Małe Garbary",1,103216,0,3
T7,3,"3_874446^+","Małe Garbary",1,103216,0,3
T7,3,"3_874448^+","Małe Garbary",1,103216,0,3
T7,3,"3_874450^+","Małe Garbary",1,103216,0,3
T7,3,"3_874452^+","Małe Garbary",1,103216,0,3
T7,3,"3_874454^+","Małe Garbary",1,103216,0,3
T7,3,"3_874456^+","Małe Garbary",1,103216,0,3
T7,3,"3_874458^+","Małe Garbary",1,103216,0,3
T7,3,"3_874460^+","Małe Garbary",1,103216,0,3
T7,3,"3_874462^+","Małe Garbary",1,103216,0,3
T7,3,"3_874464^+","Małe Garbary",1,103216,0,3
T7,3,"3_874466^+","Małe Garbary",1,103216,0,3
T7,3,"3_874468^+","Małe Garbary",1,103216,0,3
T7,3,"3_874470^+","Małe Garbary",1,103216,0,3
T7,3,"3_874472^+","Małe Garbary",1,103216,0,3
T7,3,"3_874474^+","Małe Garbary",1,103216,0,3
T7,3,"3_874476^+","Małe Garbary",1,103216,0,3
T7,3,"3_874478^+","Małe Garbary",1,103216,0,3
T7,3,"3_874480^+","Małe Garbary",1,103216,0,3
T7,3,"3_874482^+","Małe Garbary",1,103216,0,3
T7,3,"3_874484^+","Małe Garbary",1,103216,0,3
T7,3,"3_874486^+","Małe Garbary",1,103216,0,3
T7,3,"3_874488^+","Małe Garbary",1,103216,0,3
T7,3,"3_874490^+","Małe Garbary",1,103216,0,3
T7,3,"3_874492^+","Małe Garbary",1,103216,0,3
T7,3,"3_874494^+","Małe Garbary",1,103216,0,3
T7,3,"3_874496^+","Małe Garbary",1,103216,0,3
